itemLabel,occupationLabel
Caius Claudius Canina,militaire
Caius Cornelius Minicianus,
Gaius Cornelius,homme politique de la Rome antique
Gaius Fulvius Flaccus,homme politique de la Rome antique
Gaius Fulvius Flaccus,militaire
Gaius Fulvius Flaccus,militaire
Iulius Alpinus Classicianus,personnalité politique
Calliste,fonctionnaire impérial
Julius Nicanor,écrivain
Caius Julius Caesar Strabo Vopiscus,écrivain
Caius Julius Caesar Strabo Vopiscus,prêtre romain
Caius Julius Caesar Strabo Vopiscus,homme politique de la Rome antique
Caius Julius Caesar Strabo Vopiscus,militaire
Caius Macrinius Decianus,
Gaius Marcius Censorinus,homme politique de la Rome antique
Gaius Marcius Censorinus,militaire
Caius Marcius Figulus,homme politique de la Rome antique
Caius Marcius Figulus,militaire
Caius Papirius Carbo,homme politique de la Rome antique
Gaius Papirius Maso,prêtre romain
Gaius Papirius Turdus,homme politique de la Rome antique
Caius Proculeius,homme politique de la Rome antique
Gaius Rabirius Postumus,homme politique de la Rome antique
Gaius Rabirius Postumus,militaire
Gaius Scribonius Curio,homme politique de la Rome antique
Gaius Sempronius Blaesus,homme politique de la Rome antique
Gaius Sempronius Blaesus,militaire
Caius Sempronius Tuditanus,prêtre romain
Caius Sempronius Tuditanus,homme politique de la Rome antique
Caius Sempronius Tuditanus,militaire
Caius Servilius Casca,homme politique de la Rome antique
Gaius Servilius Geminus,homme politique de la Rome antique
Caius Sextius Calvinus,orateur
Gaius Servilius Geminus,homme politique de la Rome antique
Gaius Servilius Geminus,militaire
Arbogast,personnalité politique
Marcia Euphemia,dirigeant
Caius Aelius Gallus,soldat
Aelius Herodianus,écrivain
Aelius Herodianus,grammairien
Æmilia Scaura,dame
Aemilia Tertia,
Aemilianus,militaire
Aemilianus,personnalité politique
Aemilius Magnus Arborius,écrivain
Aemilius Magnus Arborius,poète
Philostorge,écrivain
Philostorge,historien de l'Église
Musonius Rufus,philosophe
Appius Claudius Pulcher,homme politique de la Rome antique
Appius Claudius Pulcher,militaire
Lucius Pinarius Scarpus,militaire
Tiberius Sempronius Longus,homme politique de la Rome antique
Tiberius Sempronius Longus,militaire
Publius Licinius Crassus,homme politique de la Rome antique
Publius Licinius Crassus,militaire
Caius Cestius Gallus,militaire
Caius Cestius Gallus,personnalité politique
Manius Curius Dentatus,homme politique de la Rome antique
Manius Curius Dentatus,militaire
Marcus Popillius Laenas,homme politique de la Rome antique
Marcus Popillius Laenas,militaire
Gaius Cluilius,
Gnaeus Domitius Calvinus,homme politique de la Rome antique
Gnaeus Domitius Calvinus,militaire
Aignan d'Orléans,prêtre
Africanus Fabius Maximus,personnalité politique
Victorinus,personnalité politique
Quintus Cassius Longinus,homme politique de la Rome antique
Quintus Cassius Longinus,militaire
Lucius Roscius Fabatus,militaire
Quintus Caecilius Bassus,militaire
Lucius Marcius Philippus,homme politique de la Rome antique
Lucius Marcius Philippus,militaire
Spurius Postumius Albinus Caudinus,homme politique de la Rome antique
Spurius Postumius Albinus Caudinus,militaire
Tiberius Claudius Balbilus,militaire
Tiberius Claudius Balbilus,personnalité politique
Tiberius Claudius Balbilus,astrologue
Caius Junius Silanus,militaire
Caius Junius Silanus,personnalité politique
Iulius Capitolinus,historien
Publius Servilius Vatia Isauricus,homme politique de la Rome antique
Publius Servilius Vatia Isauricus,militaire
Agilo,soldat
Agrippa Furius Fusus,homme politique de la Rome antique
Agrippa Furius Fusus,militaire
Agrippa Menenius Lanatus,homme politique de la Rome antique
Agrippa Menenius Lanatus,militaire
Agrippin de Naples,prêtre
Édésios de Cappadoce,philosophe
Aelius Théon,écrivain
Marcus Cornelius Nigrinus Curiatius Maternus,personnalité politique
Marcus Cornelius Nigrinus Curiatius Maternus,soldat
Marcus Fulvius Centumalus,homme politique de la Rome antique
Marcus Fulvius Centumalus,militaire
Lucius Valerius Flaccus,homme politique de la Rome antique
Lucius Valerius Flaccus,militaire
Procule de Bologne,militaire
Lucius Scribonius Libo,homme politique de la Rome antique
Lucius Scribonius Libo,militaire
Lucius Gellius Publicola,homme politique de la Rome antique
Lucius Gellius Publicola,militaire
Vibius Sequester,écrivain
Caius Vibius Pansa Caetronianus,homme politique de la Rome antique
Caius Vibius Pansa Caetronianus,militaire
Caius Matius,écrivain
Caius Matius,personnalité politique
Livia Drusa,
Sempronia,
Valeria Messala,
Lucius Aemilius Paullus,homme politique de la Rome antique
Lucius Aemilius Paullus,militaire
Lucius Salvius Otho,militaire
Lucius Salvius Otho,personnalité politique
Alienus Caecina,militaire
Alienus Caecina,personnalité politique
Alienus Caecina,officier
Aelius Promotus,médecin
Domitia,
Caius Julius Civilis,soldat
Marcus Livius Drusus,homme politique de la Rome antique
Licinius Valerianus,personnalité politique
Marcus Sempronius Tuditanus,homme politique de la Rome antique
Marcus Sempronius Tuditanus,militaire
Servius Sulpicius Rufus,écrivain
Servius Sulpicius Rufus,poète
Servius Sulpicius Rufus,homme politique de la Rome antique
Servius Sulpicius Rufus,militaire
Lucius Munatius Plancus,homme politique de la Rome antique
Lucius Munatius Plancus,militaire
Caius Antonius Hybrida,homme politique de la Rome antique
Caius Antonius Hybrida,militaire
Livia Medullina,
Marcus Aemilius Lepidus,homme politique de la Rome antique
Lucius Atilius Priscus,homme politique de la Rome antique
Lucius Atilius Priscus,militaire
Marcus Aurelius Cotta Maximus Messalinus,personnalité politique
Gaius Vibius Rufinus,militaire
Gaius Vibius Rufinus,personnalité politique
Gaius Caninius Rebilus,militaire
Gaius Caninius Rebilus,personnalité politique
Marcus Appuleius,militaire
Marcus Appuleius,personnalité politique
Titus Quinctius Cincinnatus Capitolinus,homme politique de la Rome antique
Titus Quinctius Cincinnatus Capitolinus,militaire
Quintus Vibius Secundus,personnalité politique
Vitellius Petronianus,personnalité politique
Junius Veldumnianus,personnalité politique
Marcus Nummius Tuscus,personnalité politique
Capitolinus,personnalité politique
Egnatius Dexter Maximus,personnalité politique
Flavius Pisidius Romulus,personnalité politique
Flavius Sergius,personnalité politique
Vettius Aquilinus,personnalité politique
Virius Gallus,personnalité politique
Pomponius Ianuarianus,personnalité politique
Aelius Nicon,architecte
Aelius Nicon,mathématicien géomètre
Caius Plautius Decianus,homme politique de la Rome antique
Caius Plautius Decianus,militaire
Publius Valerius Publicola,homme politique de la Rome antique
Publius Valerius Publicola,militaire
Aulus Vitellius,militaire
Aulus Vitellius,personnalité politique
Lucius Plautius Venox,homme politique de la Rome antique
Lucius Plautius Venox,militaire
Lucius Asinius Pollio Verrucosus,militaire
Lucius Asinius Pollio Verrucosus,personnalité politique
Postumius Aebutius Helva Cornicen,homme politique de la Rome antique
Postumius Aebutius Helva Cornicen,militaire
Lucius Valerius Publicola,homme politique de la Rome antique
Lucius Valerius Publicola,militaire
Gaius Sextilius,homme politique de la Rome antique
Gaius Sextilius,militaire
Lucius Aquillius Corvus,homme politique de la Rome antique
Lucius Valerius Flaccus,homme politique de la Rome antique
Lucius Valerius Flaccus,militaire
Marcus Pomponius Maecius Probus,personnalité politique
Marcus Geganius Macerinus,homme politique de la Rome antique
Marco Valerio Publícola,homme politique de la Rome antique
Marco Valerio Publícola,militaire
Caius Quinctius Cincinnatus,homme politique de la Rome antique
Caius Quinctius Cincinnatus,militaire
Titus Quinctius Capitolinus Barbatus,homme politique de la Rome antique
Titus Quinctius Capitolinus Barbatus,militaire
Marcus Asinius Marcellus,personnalité politique
Servius Asinius Celer,personnalité politique
Publius Valerius Potitus Publicola,homme politique de la Rome antique
Publius Valerius Potitus Publicola,militaire
Spurius Papirius Crassus,homme politique de la Rome antique
Spurius Papirius Crassus,militaire
Gaius Papirius Crassus,homme politique de la Rome antique
Gaius Papirius Crassus,militaire
Lucius Genucius Aventinensis,homme politique de la Rome antique
Lucius Genucius Aventinensis,militaire
Titus Menenius Agrippae Lanatus,homme politique de la Rome antique
Titus Menenius Agrippae Lanatus,militaire
Petronius Probinus,personnalité politique
Lucius Neratius Marcellus,personnalité politique
Censorius Datianus,personnalité politique
Cnaeus Hosidius Geta,personnalité politique
Cnaeus Hosidius Geta,officier
Caeso Duillius,homme politique de la Rome antique
Caeso Duillius,militaire
Spurius Herminius Coritinesanus Aquilinus,homme politique de la Rome antique
Spurius Herminius Coritinesanus Aquilinus,militaire
Agrippa Menenius Lanatus,homme politique de la Rome antique
Agrippa Menenius Lanatus,militaire
Anicius Faustus Paulinus,personnalité politique
Quintus Lucilius Balbus,philosophe
Decimus Laelius Balbus,personnalité politique
Publius Lucretius Tricipitinus,homme politique de la Rome antique
Publius Lucretius Tricipitinus,militaire
Caius Poetelius Libo Visolus,homme politique de la Rome antique
Caius Poetelius Libo Visolus,militaire
Egnatius Lucillus,personnalité politique
Cnaeus Manlius Capitolinus Imperiosus,homme politique de la Rome antique
Cnaeus Manlius Capitolinus Imperiosus,militaire
Publius Cornelius Cossus,homme politique de la Rome antique
Publius Cornelius Cossus,militaire
Aulus Cornelius Cossus,homme politique de la Rome antique
Aulus Cornelius Cossus,militaire
Caius Marcius Censorinus,militaire
Caius Marcius Censorinus,personnalité politique
Caius Marcius Censorinus,consul de l'Empire romain
Publius Manlius Capitolinus,homme politique de la Rome antique
Publius Manlius Capitolinus,militaire
Amnius Anicius Julianus,personnalité politique
Publius Postumius Albinus Regillensis,homme politique de la Rome antique
Publius Postumius Albinus Regillensis,militaire
Aurelius Valerius Tullianus Symmachus,personnalité politique
Quintus Servilius Structus Priscus,homme politique de la Rome antique
Quintus Servilius Structus Priscus,militaire
Manius Aemilius Mamercinus,homme politique de la Rome antique
Lucius Turcius Apronianus,personnalité politique
Lucio Valerio Potito,personnalité politique
Lucio Valerio Potito,soldat
Lucius Vibullius Rufus,militaire
Lusius Storax,personnalité politique
Saint Lussorio,
Flavius Macrobius Longinianus,personnalité politique
Magnus Arborius,fonctionnaire
Magnus Felix,personnalité politique
Marcelliano,soldat
Marcellino,
Marcianus,personnalité politique
Marcus Aurelius Consius Quartus Junior,personnalité politique
Marcus Ceionius Julianus Camenius,personnalité politique
Marcus Duillius,homme politique de la Rome antique
Marcus Egnatius Rufus,militaire
Marcus Egnatius Rufus,personnalité politique
Marcus Manlius Capitolinus,homme politique de la Rome antique
Marcus Manlius Capitolinus,militaire
Marcus Metilius,homme politique de la Rome antique
Marcus Nonius Balbus,homme politique de la Rome antique
Marcus Papirius,personnalité politique
Marcus Petreius Caesarianus,centurion
Marcus Quinctilius Varus,homme politique de la Rome antique
Marcus Quinctilius Varus,militaire
Marco Sergio,homme politique de la Rome antique
Marcus Trebius Gallus,militaire
Marcus Tullius Cicero,
Marcus Valerius Maximus Corrinus,homme politique de la Rome antique
Marcus Caedicius,militaire
Marcus Caedicius,soldat
Protadius,fonctionnaire
Maximinus,personnalité politique
Maximus,personnalité politique
Maximus,fonctionnaire
Maxime d'Aveia,
Memmius Aemilius Trygetius,personnalité politique
Memmius Vitrasius Orfitus,personnalité politique
Minervius,
Mummio Luperco,militaire
Nebiogastes,
Nebridius,militaire
Nebridius,personnalité politique
Nicetas,évêque
Nicetas,prêtre
Nummius Aemilianus Dexter,personnalité politique
Honoratus,personnalité politique
Obsidius,soldat
Owain Finddu,
Pamfronio,personnalité politique
Paulus,soldat
Paulus,
Paragorio da Noli,soldat
Saint Paris,prêtre
Paternus,personnalité politique
Pergentino da Arezzo,
Petronius,officier
Petronius Probinus,personnalité politique
Pinianus,personnalité politique
Pinianus,officier
Placidus,presbytre
Munàcia Plancina,
Polemius,personnalité politique
Pompeius Appius Faustinus,personnalité politique
Ponzio Cominio,soldat
Postumius Lampadius,personnalité politique
Primo martire,
Q3922156,prêtre
Probianus,personnalité politique
Probino di Como,prêtre catholique
Proculus Gregorius,personnalité politique
Profuturo,soldat
Proietto di Imola,prêtre
Flavius Promotus,personnalité politique
Prosdocimo di Rieti,prêtre catholique
Prospero da Centuripe,
Protadius,personnalité politique
Protogenes,mime
Protogenes,fonctionnaire
Protogenes,tueur à gages
Publilius Ceionius Caecina Albinus,personnalité politique
Publius Ampelius,personnalité politique
Publius Cornelius Lentulus Marcellinus,homme politique de la Rome antique
Publius Cornelius Lentulus Marcellinus,militaire
Publius Aelius Valens,personnalité politique
Publius Licinius Calvus Esquilinus,homme politique de la Rome antique
Publius Licinius Calvus Esquilinus,militaire
Publius Numitorius,homme politique de la Rome antique
Publius Scaptius,
Publius Sextius Baculus,militaire
Publius Tarutienus Paternus,écrivain
Publius Tarutienus Paternus,militaire
Publius Tarutienus Paternus,personnalité politique
Publius Vitellius Saturninus,personnalité politique
Quintilius Laetus,personnalité politique
Quintus Atius Varus,militaire
Quintus Caecilius Metellus,homme politique de la Rome antique
Quintus Gallius,
Quintus Pomponius Musa,personnalité politique
Quintus Quinctius Cincinnatus,homme politique de la Rome antique
Titus Pactumeius Magnus,militaire
Marcus Palfurius Sura,personnalité politique
Marcus Aurelius Papirius Dionysius,
Pescennius Festus,personnalité politique
Pinarius Valens,militaire
Plautius Lateranus,personnalité politique
Pomponia,
Marcus Porcius Laeca,homme politique de la Rome antique
Publius Annius Asellus,homme politique de la Rome antique
Publius Considius,militaire
Publius Cornelius Lentulus,
Publius Licinius Crassus Junianus,militaire
Publius Decius,militaire
Publius Scaptius,
Publius Gabinius Cimber,conspirateur
Publius Octavius,philosophe
Publius Popillius Laenas,homme politique de la Rome antique
Publius Sempronius Longus,homme politique de la Rome antique
Publius Sempronius Longus,militaire
Publius Sulpicius Galba,prêtre romain
Publius Sulpicius Galba,homme politique de la Rome antique
Publius Titius,homme politique de la Rome antique
Publius Valerius Flaccus,militaire
Publius Vitellius,militaire
Publilia,
Quintus Arrius,homme politique de la Rome antique
Quintus Arrius,militaire
Quintus Baebius,homme politique de la Rome antique
Quintus Calidius,militaire
Quintus Caecilius Metellus Creticus,
Quintus Cornificius,militaire
Quintus Cornificius,militaire
Quintus Cornificius,personnalité politique
Quintus Stertinius,médecin
Quintus Aelius Paetus,militaire
Quintus Fabius Maximus,prêtre romain
Quintus Fabius Maximus,militaire
Quintus Fabius Maximus Allobrogicus,
Quintus Fadius Gallus,militaire
Fadius,
Quintus Fabius Vergilianus,militaire
Quintus Fufius Calenus,
Quintus Hortensius,
Quintus Lollius,militaire
Quintus Lollius,soldat
Publius Dasumius Rusticus,militaire
Publius Dasumius Rusticus,personnalité politique
Quintus Marcius Ralla,
Quintus Mamilius Turrinus,militaire
Quintus Maenius,militaire
Quintus Memmius,militaire
Quintus Ogulnius,
Quintus Nevius,
Quintus Naevius Matho,homme politique de la Rome antique
