itemLabel,praenomenLabel,nomenLabel,cognomenLabel,gensLabel,sexeLabel,date_naissance,lieu_naissanceLabel,date_mort,lieu_mortLabel,pereLabel,mereLabel
Tibère,Tiberius,Julius,Nero,Claudii,masculin,-0041-11-15T00:00:00Z,Rome,0037-03-14T00:00:00Z,Misène,Auguste,Livie
Tibère,Tiberius,Claudius,Nero,Claudii,masculin,-0041-11-15T00:00:00Z,Rome,0037-03-14T00:00:00Z,Misène,Auguste,Livie
Tibère,Tiberius,Julius,Caesar,Julii,masculin,-0041-11-15T00:00:00Z,Rome,0037-03-14T00:00:00Z,Misène,Auguste,Livie
Tibère,Tiberius,Claudius,Caesar,Julii,masculin,-0041-11-15T00:00:00Z,Rome,0037-03-14T00:00:00Z,Misène,Auguste,Livie
Tibère,Tiberius,Julius,Nero,Julii,masculin,-0041-11-15T00:00:00Z,Rome,0037-03-14T00:00:00Z,Misène,Auguste,Livie
Tibère,Tiberius,Claudius,Nero,Julii,masculin,-0041-11-15T00:00:00Z,Rome,0037-03-14T00:00:00Z,Misène,Auguste,Livie
Tibère,Tiberius,Julius,Caesar,Claudii,masculin,-0041-11-14T00:00:00Z,Rome,0037-03-14T00:00:00Z,Misène,Tiberius Néron,Livie
Tibère,Tiberius,Claudius,Caesar,Claudii,masculin,-0041-11-14T00:00:00Z,Rome,0037-03-14T00:00:00Z,Misène,Tiberius Néron,Livie
Tibère,Tiberius,Julius,Nero,Claudii,masculin,-0041-11-14T00:00:00Z,Rome,0037-03-14T00:00:00Z,Misène,Tiberius Néron,Livie
Tibère,Tiberius,Claudius,Nero,Claudii,masculin,-0041-11-14T00:00:00Z,Rome,0037-03-14T00:00:00Z,Misène,Tiberius Néron,Livie
Tibère,Tiberius,Julius,Caesar,Julii,masculin,-0041-11-14T00:00:00Z,Rome,0037-03-14T00:00:00Z,Misène,Tiberius Néron,Livie
Tibère,Tiberius,Claudius,Caesar,Julii,masculin,-0041-11-14T00:00:00Z,Rome,0037-03-14T00:00:00Z,Misène,Tiberius Néron,Livie
Tibère,Tiberius,Julius,Nero,Julii,masculin,-0041-11-14T00:00:00Z,Rome,0037-03-14T00:00:00Z,Misène,Tiberius Néron,Livie
Tibère,Tiberius,Claudius,Nero,Julii,masculin,-0041-11-14T00:00:00Z,Rome,0037-03-14T00:00:00Z,Misène,Tiberius Néron,Livie
Tibère,Tiberius,Julius,Caesar,Claudii,masculin,-0041-11-15T00:00:00Z,Rome,0037-03-14T00:00:00Z,Misène,Tiberius Néron,Livie
Tibère,Tiberius,Claudius,Caesar,Claudii,masculin,-0041-11-15T00:00:00Z,Rome,0037-03-14T00:00:00Z,Misène,Tiberius Néron,Livie
Tibère,Tiberius,Julius,Nero,Claudii,masculin,-0041-11-15T00:00:00Z,Rome,0037-03-14T00:00:00Z,Misène,Tiberius Néron,Livie
Tibère,Tiberius,Claudius,Nero,Claudii,masculin,-0041-11-15T00:00:00Z,Rome,0037-03-14T00:00:00Z,Misène,Tiberius Néron,Livie
Tibère,Tiberius,Julius,Caesar,Julii,masculin,-0041-11-15T00:00:00Z,Rome,0037-03-14T00:00:00Z,Misène,Tiberius Néron,Livie
Tibère,Tiberius,Claudius,Caesar,Julii,masculin,-0041-11-15T00:00:00Z,Rome,0037-03-14T00:00:00Z,Misène,Tiberius Néron,Livie
Tibère,Tiberius,Julius,Nero,Julii,masculin,-0041-11-15T00:00:00Z,Rome,0037-03-14T00:00:00Z,Misène,Tiberius Néron,Livie
Tibère,Tiberius,Claudius,Nero,Julii,masculin,-0041-11-15T00:00:00Z,Rome,0037-03-14T00:00:00Z,Misène,Tiberius Néron,Livie
Caligula,Caius,Julius,Caesar,Julii,masculin,0012-08-29T00:00:00Z,Anzio,0041-01-22T00:00:00Z,mont Palatin,Germanicus,Agrippine l'Aînée
Claude,Tiberius,Claudius,Nero,Claudii,masculin,-0009-07-30T00:00:00Z,Lugdunum,0054-10-11T00:00:00Z,Rome,Nero Claudius Drusus,Antonia la Jeune
Claude,Tiberius,Claudius,Drusus,Claudii,masculin,-0009-07-30T00:00:00Z,Lugdunum,0054-10-11T00:00:00Z,Rome,Nero Claudius Drusus,Antonia la Jeune
Galba,Lucius,Livius,Galba,Livii,masculin,-0002-12-22T00:00:00Z,Terracine,0069-01-13T00:00:00Z,Rome,Caius Sulpicius Galba,Mummia Achaica
Galba,Servius,Livius,Galba,Livii,masculin,-0002-12-22T00:00:00Z,Terracine,0069-01-13T00:00:00Z,Rome,Caius Sulpicius Galba,Mummia Achaica
Galba,Lucius,Sulpicius,Galba,Livii,masculin,-0002-12-22T00:00:00Z,Terracine,0069-01-13T00:00:00Z,Rome,Caius Sulpicius Galba,Mummia Achaica
Galba,Servius,Sulpicius,Galba,Livii,masculin,-0002-12-22T00:00:00Z,Terracine,0069-01-13T00:00:00Z,Rome,Caius Sulpicius Galba,Mummia Achaica
Galba,Lucius,Livius,Ocella,Livii,masculin,-0002-12-22T00:00:00Z,Terracine,0069-01-13T00:00:00Z,Rome,Caius Sulpicius Galba,Mummia Achaica
Galba,Servius,Livius,Ocella,Livii,masculin,-0002-12-22T00:00:00Z,Terracine,0069-01-13T00:00:00Z,Rome,Caius Sulpicius Galba,Mummia Achaica
Galba,Lucius,Sulpicius,Ocella,Livii,masculin,-0002-12-22T00:00:00Z,Terracine,0069-01-13T00:00:00Z,Rome,Caius Sulpicius Galba,Mummia Achaica
Galba,Servius,Sulpicius,Ocella,Livii,masculin,-0002-12-22T00:00:00Z,Terracine,0069-01-13T00:00:00Z,Rome,Caius Sulpicius Galba,Mummia Achaica
Galba,Lucius,Livius,Galba,Sulpicii,masculin,-0002-12-22T00:00:00Z,Terracine,0069-01-13T00:00:00Z,Rome,Caius Sulpicius Galba,Mummia Achaica
Galba,Servius,Livius,Galba,Sulpicii,masculin,-0002-12-22T00:00:00Z,Terracine,0069-01-13T00:00:00Z,Rome,Caius Sulpicius Galba,Mummia Achaica
Galba,Lucius,Sulpicius,Galba,Sulpicii,masculin,-0002-12-22T00:00:00Z,Terracine,0069-01-13T00:00:00Z,Rome,Caius Sulpicius Galba,Mummia Achaica
Galba,Servius,Sulpicius,Galba,Sulpicii,masculin,-0002-12-22T00:00:00Z,Terracine,0069-01-13T00:00:00Z,Rome,Caius Sulpicius Galba,Mummia Achaica
Galba,Lucius,Livius,Ocella,Sulpicii,masculin,-0002-12-22T00:00:00Z,Terracine,0069-01-13T00:00:00Z,Rome,Caius Sulpicius Galba,Mummia Achaica
Galba,Servius,Livius,Ocella,Sulpicii,masculin,-0002-12-22T00:00:00Z,Terracine,0069-01-13T00:00:00Z,Rome,Caius Sulpicius Galba,Mummia Achaica
Galba,Lucius,Sulpicius,Ocella,Sulpicii,masculin,-0002-12-22T00:00:00Z,Terracine,0069-01-13T00:00:00Z,Rome,Caius Sulpicius Galba,Mummia Achaica
Galba,Servius,Sulpicius,Ocella,Sulpicii,masculin,-0002-12-22T00:00:00Z,Terracine,0069-01-13T00:00:00Z,Rome,Caius Sulpicius Galba,Mummia Achaica
Galba,Lucius,Livius,Galba,Livii,masculin,-0002-12-22T00:00:00Z,Terracine,0069-01-13T00:00:00Z,Rome,Caius Sulpicius Galba,Livia Ocellina
Galba,Servius,Livius,Galba,Livii,masculin,-0002-12-22T00:00:00Z,Terracine,0069-01-13T00:00:00Z,Rome,Caius Sulpicius Galba,Livia Ocellina
Galba,Lucius,Sulpicius,Galba,Livii,masculin,-0002-12-22T00:00:00Z,Terracine,0069-01-13T00:00:00Z,Rome,Caius Sulpicius Galba,Livia Ocellina
Galba,Servius,Sulpicius,Galba,Livii,masculin,-0002-12-22T00:00:00Z,Terracine,0069-01-13T00:00:00Z,Rome,Caius Sulpicius Galba,Livia Ocellina
Galba,Lucius,Livius,Ocella,Livii,masculin,-0002-12-22T00:00:00Z,Terracine,0069-01-13T00:00:00Z,Rome,Caius Sulpicius Galba,Livia Ocellina
Galba,Servius,Livius,Ocella,Livii,masculin,-0002-12-22T00:00:00Z,Terracine,0069-01-13T00:00:00Z,Rome,Caius Sulpicius Galba,Livia Ocellina
Galba,Lucius,Sulpicius,Ocella,Livii,masculin,-0002-12-22T00:00:00Z,Terracine,0069-01-13T00:00:00Z,Rome,Caius Sulpicius Galba,Livia Ocellina
Galba,Servius,Sulpicius,Ocella,Livii,masculin,-0002-12-22T00:00:00Z,Terracine,0069-01-13T00:00:00Z,Rome,Caius Sulpicius Galba,Livia Ocellina
Galba,Lucius,Livius,Galba,Sulpicii,masculin,-0002-12-22T00:00:00Z,Terracine,0069-01-13T00:00:00Z,Rome,Caius Sulpicius Galba,Livia Ocellina
Galba,Servius,Livius,Galba,Sulpicii,masculin,-0002-12-22T00:00:00Z,Terracine,0069-01-13T00:00:00Z,Rome,Caius Sulpicius Galba,Livia Ocellina
Galba,Lucius,Sulpicius,Galba,Sulpicii,masculin,-0002-12-22T00:00:00Z,Terracine,0069-01-13T00:00:00Z,Rome,Caius Sulpicius Galba,Livia Ocellina
Galba,Servius,Sulpicius,Galba,Sulpicii,masculin,-0002-12-22T00:00:00Z,Terracine,0069-01-13T00:00:00Z,Rome,Caius Sulpicius Galba,Livia Ocellina
Galba,Lucius,Livius,Ocella,Sulpicii,masculin,-0002-12-22T00:00:00Z,Terracine,0069-01-13T00:00:00Z,Rome,Caius Sulpicius Galba,Livia Ocellina
Galba,Servius,Livius,Ocella,Sulpicii,masculin,-0002-12-22T00:00:00Z,Terracine,0069-01-13T00:00:00Z,Rome,Caius Sulpicius Galba,Livia Ocellina
Galba,Lucius,Sulpicius,Ocella,Sulpicii,masculin,-0002-12-22T00:00:00Z,Terracine,0069-01-13T00:00:00Z,Rome,Caius Sulpicius Galba,Livia Ocellina
Galba,Servius,Sulpicius,Ocella,Sulpicii,masculin,-0002-12-22T00:00:00Z,Terracine,0069-01-13T00:00:00Z,Rome,Caius Sulpicius Galba,Livia Ocellina
Othon,Marcus,Salvius,Otho,Salvii,masculin,0032-04-26T00:00:00Z,Rome,0069-04-14T00:00:00Z,Brixellum,Lucius Salvius Otho,Albia Terentia
Othon,Marcus,Salvius,Otho,Salvii,masculin,0032-04-26T00:00:00Z,Ferento,0069-04-14T00:00:00Z,Brixellum,Lucius Salvius Otho,Albia Terentia
Vitellius,Aulus,Vitellius,,Vitellii,masculin,0015-09-22T00:00:00Z,Nuceria Alfaterna,0069-12-20T00:00:00Z,Rome,Lucius Vitellius,Sextilia
Vespasien,Titus,,,,masculin,0009-11-15T00:00:00Z,Falacrine,0079-06-21T00:00:00Z,Eaux Cutiliennes,Titus Flavius Sabinus,Vespasia Polla
Titus,Titus,Flavius,,Flavii,masculin,0039-12-28T00:00:00Z,Rome,0081-09-11T00:00:00Z,Eaux Cutiliennes,Vespasien,Domitilla l'Aînée
Nerva,Marcus,Cocceius,Nerva,Cocceii,masculin,0030-11-08T00:00:00Z,Narni,0098-01-25T00:00:00Z,jardins de Salluste,Marcus Cocceius Nerva,Sergia Plautilla
Lactance,Lucius,Caecilius,,Caecilii,masculin,0250-01-01T00:00:00Z,Afrique,0325-01-01T00:00:00Z,Gaule,,
Constantin III,,,,,masculin,0400-01-01T00:00:00Z,,0411-08-01T00:00:00Z,Ravenne,,
Constantin III,,,,,masculin,0400-01-01T00:00:00Z,,0411-09-01T00:00:00Z,Ravenne,,
Valerius Aedituus,,Valerius,,Valerii,masculin,,,,,,
Quintus Maecius Laetus,Quintus,Maecius,Laetus,Maecii,masculin,0200-01-01T00:00:00Z,,0300-01-01T00:00:00Z,,,
Caius Avidius Nigrinus,Caius,Avidius,Nigrinus,Avidii,masculin,0050-01-01T00:00:00Z,Faenza,0118-01-01T00:00:00Z,Faenza,,
Lucius Verginius Tricostus,Lucius,Verginius,,Verginii,masculin,-0450-01-01T00:00:00Z,Rome antique,-0400-01-01T00:00:00Z,t2130974346,t2130974345,t2130974349
Servius Maluginensis,Servius,Cornelius,,Cornelii,masculin,-0029-01-01T00:00:00Z,,0023-01-01T00:00:00Z,,Cnaeus Cornelius Lentulus Augur,
Publius Cornelius M.f. Maluginensis,Publius,Cornelius,Maluginensis,Cornelii,masculin,-0450-01-01T00:00:00Z,Rome,-0450-01-01T00:00:00Z,t2234061419,Marcus Cornelius Maluginensis,t2234061421
Pompeius Probus,t2057415762,Pompeius,Probus,Pompeii,masculin,0250-01-01T00:00:00Z,,,,,
Diomède,,,,,masculin,0400-01-01T00:00:00Z,Empire byzantin,0400-01-01T00:00:00Z,,,
Lucius Valerius Messalla Thrasea Poplicola Helvidius Priscus,Lucius,Valerius,,Valerii,masculin,0156-01-01T00:00:00Z,,0211-01-01T00:00:00Z,,,
Lucius Sestius Quirinalis Albinianus,Lucius,Sestius,,Sestii,masculin,-0072-01-01T00:00:00Z,,,,,
Titus Quinctius Crispinus Sulpicianus,Titus,Quinctius,Crispinus,Quinctii,masculin,-0050-01-01T00:00:00Z,,,,,
Aulus Verginius Tricostus Caeliomontanus,Aulus,Verginius,Caeliomontanus,Verginii,masculin,-0500-01-01T00:00:00Z,Rome,-0500-01-01T00:00:00Z,t2119078413,Aulus Verginius Tricostus Caeliomontanus,t2119078419
Aulus Verginius Tricostus Caeliomontanus,Aulus,Verginius,Tricostus,Verginii,masculin,-0500-01-01T00:00:00Z,Rome,-0500-01-01T00:00:00Z,t2119078413,Aulus Verginius Tricostus Caeliomontanus,t2119078419
Domitius Modestus,t2126625468,Domitius,Modestus,Domitii,masculin,0350-01-01T00:00:00Z,,,,,
Proculus Geganius Macerinus,Proculus,Geganius,Macerinus,Geganii,masculin,-0450-01-01T00:00:00Z,Rome antique,-0450-01-01T00:00:00Z,t2279044238,t2279044235,t2279044236
Caius Domitius Dexter,Caius,Domitius,Dexter,Domitii,masculin,0150-01-01T00:00:00Z,,,,,
Servius Cornelius Scipio Salvidienus Orfitus,Servius,Cornelius,,Cornelii,masculin,0050-01-01T00:00:00Z,,0066-01-01T00:00:00Z,Rome,,
Publius Furius Medullinus Fusus,Publius,Furius,,Furii,masculin,-0600-01-01T00:00:00Z,Rome,-0500-01-01T00:00:00Z,t2162044887,t2162044886,t2162044888
Quintus Servilius Ahala,Quintus,Servilius,Ahala,Servilii,masculin,t2295970094,Rome antique,-0400-01-01T00:00:00Z,t2295970095,t2295970089,t2295970096
Marcus Junius Silanus Torquatus,Marcus,Junius,Silanus,Junii,masculin,-0050-01-01T00:00:00Z,,0036-01-01T00:00:00Z,,,Domitia Calvina
Marcus Junius Silanus Torquatus,Marcus,Junius,Torquatus,Junii,masculin,-0050-01-01T00:00:00Z,,0036-01-01T00:00:00Z,,,Domitia Calvina
Publius Cornelius Arvina,Publius,Cornelius,,Cornelii,masculin,-0400-01-01T00:00:00Z,Rome antique,-0300-01-01T00:00:00Z,t2276835130,Aulus Cornelius Cossus Arvina,t2276835134
Spurius Veturius Crassus Cicurinus,Spurius,Veturius,Cicurinus,Veturii,masculin,-0450-01-01T00:00:00Z,Rome antique,t2128889218,t2128889222,t2128889207,t2128889225
Spurius Veturius Crassus Cicurinus,Spurius,Veturius,Crassus,Veturii,masculin,-0450-01-01T00:00:00Z,Rome antique,t2128889218,t2128889222,t2128889207,t2128889225
Quintus Volusius Saturninus,Quintus,Volusius,,Volusii,masculin,0025-01-01T00:00:00Z,,,,Lucius Volusius Saturninus,
Maximin,,Flavius,,Flavii,masculin,0350-01-01T00:00:00Z,Pécs,,,,
Publius Vitellius the Younger,Publius,,,,masculin,-0100-01-01T00:00:00Z,Nuceria Alfaterna,,,Publius Vitellius,
Caius Rubellius Blandus,Caius,,,,masculin,-0100-01-01T00:00:00Z,Tivoli,0038-01-01T00:00:00Z,,,
"Pomponius Bassus (consul, 211)",,Pomponius,,Pomponii,masculin,0200-01-01T00:00:00Z,,0221-01-01T00:00:00Z,,,
Gaius Septimius Severus Aper,Caius,Septimius,,Septimii,masculin,0175-01-01T00:00:00Z,,0212-01-01T00:00:00Z,,,
Lucius Furius Camillus,Lucius,Furius,,Furii,masculin,-0400-01-01T00:00:00Z,Rome antique,-0400-01-01T00:00:00Z,t2125198877,t2125198878,t2125198874
Pacatus,t2178105601,t2178105600,,,masculin,,,,,,
Paeanius,,,,,masculin,0400-01-01T00:00:00Z,,,,,
Publilius Optatianus Porfirius,Publius,Publilius,,Publilii,masculin,0250-01-01T00:00:00Z,,0330-01-01T00:00:00Z,Rome,Gaius Junius Tiberianus,
Publius Cornelius Anullinus,Publius,Cornelius,Anullinus,Cornelii,masculin,0150-01-01T00:00:00Z,,,,,
Publius Mummius Sisenna,Publius,,,,masculin,0050-01-01T00:00:00Z,Bétique,,,,
Lucius Tillius Cimber,Lucius,Tullius,Cimber,Tillii,masculin,-0100-01-01T00:00:00Z,Rome antique,-0041-01-01T00:00:00Z,Philippes,t2110109064,t2110109063
Ovida,,,,,masculin,0450-01-01T00:00:00Z,,0480-01-01T00:00:00Z,,,
Gnaeus Sentius Saturninus,Cnaeus,Sentius,,Sentii,masculin,-0100-01-01T00:00:00Z,,0100-01-01T00:00:00Z,,Caius Sentius Saturninus,
Quintus Haterius Antoninus,Quintus,Haterius,Antoninus,Haterii,masculin,t2166059979,,,,Decimus Haterius Agrippa,Domitia
Marcus Trebellius Maximus,Marcus,Trebellius,Maximus,Trebellii,masculin,0050-01-01T00:00:00Z,,0100-01-01T00:00:00Z,,,
Aulus Postumius Albinus Regillensis,Aulus,Postumius,Albinus,Postumii,masculin,-0450-01-01T00:00:00Z,Rome antique,-0400-01-01T00:00:00Z,t2082905016,t2082905019,t2082905020
Aulus Postumius Albinus Regillensis,Aulus,Postumius,Regillensis,Postumii,masculin,-0450-01-01T00:00:00Z,Rome antique,-0400-01-01T00:00:00Z,t2082905016,t2082905019,t2082905020
Caius Bruttius Praesens,Caius,Bruttius,Rusticus,Bruttii,masculin,0068-01-01T00:00:00Z,,0140-01-01T00:00:00Z,,,
Caius Bruttius Praesens,Lucius,Bruttius,Rusticus,Bruttii,masculin,0068-01-01T00:00:00Z,,0140-01-01T00:00:00Z,,,
Caius Bruttius Praesens,Caius,Fulvius,Rusticus,Bruttii,masculin,0068-01-01T00:00:00Z,,0140-01-01T00:00:00Z,,,
Caius Bruttius Praesens,Lucius,Fulvius,Rusticus,Bruttii,masculin,0068-01-01T00:00:00Z,,0140-01-01T00:00:00Z,,,
Caius Bruttius Praesens,Caius,Bruttius,Praesens,Bruttii,masculin,0068-01-01T00:00:00Z,,0140-01-01T00:00:00Z,,,
Caius Bruttius Praesens,Lucius,Bruttius,Praesens,Bruttii,masculin,0068-01-01T00:00:00Z,,0140-01-01T00:00:00Z,,,
Caius Bruttius Praesens,Caius,Fulvius,Praesens,Bruttii,masculin,0068-01-01T00:00:00Z,,0140-01-01T00:00:00Z,,,
Caius Bruttius Praesens,Lucius,Fulvius,Praesens,Bruttii,masculin,0068-01-01T00:00:00Z,,0140-01-01T00:00:00Z,,,
Caius Bruttius Praesens,Caius,Bruttius,Rusticus,Fulvii,masculin,0068-01-01T00:00:00Z,,0140-01-01T00:00:00Z,,,
Caius Bruttius Praesens,Lucius,Bruttius,Rusticus,Fulvii,masculin,0068-01-01T00:00:00Z,,0140-01-01T00:00:00Z,,,
Caius Bruttius Praesens,Caius,Fulvius,Rusticus,Fulvii,masculin,0068-01-01T00:00:00Z,,0140-01-01T00:00:00Z,,,
Caius Bruttius Praesens,Lucius,Fulvius,Rusticus,Fulvii,masculin,0068-01-01T00:00:00Z,,0140-01-01T00:00:00Z,,,
Caius Bruttius Praesens,Caius,Bruttius,Praesens,Fulvii,masculin,0068-01-01T00:00:00Z,,0140-01-01T00:00:00Z,,,
Caius Bruttius Praesens,Lucius,Bruttius,Praesens,Fulvii,masculin,0068-01-01T00:00:00Z,,0140-01-01T00:00:00Z,,,
Caius Bruttius Praesens,Caius,Fulvius,Praesens,Fulvii,masculin,0068-01-01T00:00:00Z,,0140-01-01T00:00:00Z,,,
Caius Bruttius Praesens,Lucius,Fulvius,Praesens,Fulvii,masculin,0068-01-01T00:00:00Z,,0140-01-01T00:00:00Z,,,
Spurius Postumius Albinus Regillensis,Spurius,Postumius,Albinus,Postumii,masculin,-0450-01-01T00:00:00Z,Rome antique,-0379-01-01T00:00:00Z,Rome,t2110109115,t2110109122
Spurius Postumius Albinus Regillensis,Spurius,Postumius,Regillensis,Postumii,masculin,-0450-01-01T00:00:00Z,Rome antique,-0379-01-01T00:00:00Z,Rome,t2110109115,t2110109122
Marcus Valerius Messala Corvinus,Marcus,Valerius,,Valerii,masculin,0050-01-01T00:00:00Z,,,,Marcus Valerius Messalla Barbatus,Domitia Lepida Minor
Lollianus Mavortius,Quintus,Egnatius,Lollianus,Egnatii,masculin,0330-01-01T00:00:00Z,,,,,
Lollianus Mavortius,Quintus,Flavius,Lollianus,Egnatii,masculin,0330-01-01T00:00:00Z,,,,,
Lollianus Mavortius,Quintus,Maesius,Lollianus,Egnatii,masculin,0330-01-01T00:00:00Z,,,,,
Lollianus Mavortius,Quintus,Egnatius,Lollianus,Flavii,masculin,0330-01-01T00:00:00Z,,,,,
Lollianus Mavortius,Quintus,Flavius,Lollianus,Flavii,masculin,0330-01-01T00:00:00Z,,,,,
Lollianus Mavortius,Quintus,Maesius,Lollianus,Flavii,masculin,0330-01-01T00:00:00Z,,,,,
Lollianus Mavortius,Quintus,Egnatius,Lollianus,Maesii,masculin,0330-01-01T00:00:00Z,,,,,
Lollianus Mavortius,Quintus,Flavius,Lollianus,Maesii,masculin,0330-01-01T00:00:00Z,,,,,
Lollianus Mavortius,Quintus,Maesius,Lollianus,Maesii,masculin,0330-01-01T00:00:00Z,,,,,
Marcus Folius Flaccinator,Marcus,Folius,,Folii,masculin,-0350-01-01T00:00:00Z,Rome antique,-0350-01-01T00:00:00Z,t2166415505,t2166415508,t2166415511
Caius Marcius Rutilus Censorinus,Caius,Marcius,,Marcii,masculin,0300-01-01T00:00:00Z,Rome antique,0400-01-01T00:00:00Z,t2173929834,Gaius Marcius Rutilus,t2173929836
Opiter Verginius Esquilinus,Opiter,Verginius,Esquilinus,Verginii,masculin,-0550-01-01T00:00:00Z,Rome antique,-0401-01-01T00:00:00Z,t2165754218,Opiter Verginius Tricostus,t2165754221
Opiter Verginius Esquilinus,Opiter,Verginius,Tricostus,Verginii,masculin,-0550-01-01T00:00:00Z,Rome antique,-0401-01-01T00:00:00Z,t2165754218,Opiter Verginius Tricostus,t2165754221
Marcus Fabius Vibulanus,Marcus,Fabius,Vibulanus,Fabii,masculin,-0500-01-01T00:00:00Z,Rome antique,t2125201877,t2125201872,Quintus Fabius Vibulanus,t2125201879
Gaius Iulius Erucius Clarus Vibianus,Caius,Erucius,,Erucii,masculin,0200-01-01T00:00:00Z,,0197-01-01T00:00:00Z,,Gaius Erucius Clarus,
Lucius Papirius Crassus,Lucius,Papirius,,Papirii,masculin,-0400-01-01T00:00:00Z,Rome,-0400-01-01T00:00:00Z,Rome,t2273146341,t2273146344
Faenius Rufus,Lucius,Faenius,Rufus,Faenii,masculin,0050-01-01T00:00:00Z,,0065-04-01T00:00:00Z,Rome,,
Quintus Servilius Pudens,Quintus,Servilius,Pudens,Servilii,masculin,0200-01-01T00:00:00Z,,0200-01-01T00:00:00Z,,,
Lucius Furius Medullinus,Lucius,Furius,Medullinus,Furii,masculin,-0444-01-01T00:00:00Z,Tusculum,-0350-01-01T00:00:00Z,t2166432335,Lucius Furius Medullinus,t2166432336
Spurius Postumius Albus Regillensis,Spurius,Postumius,Regillensis,Postumii,masculin,-0450-01-01T00:00:00Z,Rome antique,t2110109117,t2110109141,Spurius Postumius Albus Regillensis,t2110109112
Spurius Postumius Albus Regillensis,Spurius,Postumius,Albus,Postumii,masculin,-0450-01-01T00:00:00Z,Rome antique,t2110109117,t2110109141,Spurius Postumius Albus Regillensis,t2110109112
Caius Vettius Atticus Gratus Sabinianus,Caius,Vettius,Atticus,Vettii,masculin,0150-01-01T00:00:00Z,,,,Caius Vettius Gratus Sabinianus,
Caius Vettius Atticus Gratus Sabinianus,Caius,Vettius,Sabinianus,Vettii,masculin,0150-01-01T00:00:00Z,,,,Caius Vettius Gratus Sabinianus,
Caius Vettius Atticus Gratus Sabinianus,Caius,Vettius,Gratus,Vettii,masculin,0150-01-01T00:00:00Z,,,,Caius Vettius Gratus Sabinianus,
Servius Sulpicius Rufus,Servius,Sulpicius,,Sulpicii,masculin,-0500-01-01T00:00:00Z,Rome antique,-0400-01-01T00:00:00Z,t2125200966,Quintus Sulpicius Camerinus Praetextatus,t2125200968
Lucius Furius Medullinus,Lucius,Furius,,Furii,masculin,-0600-01-01T00:00:00Z,Rome antique,-0500-01-01T00:00:00Z,t2119078984,t2119079000,t2119078978
Lucius Cornelius Maluginensis Uritus Cossus,Lucius,Cornelius,,Cornelii,masculin,-0600-01-01T00:00:00Z,Rome antique,-0500-01-01T00:00:00Z,Rome,Servius Cornelius Maluginensis Cossus,t2119078991
Cnaeus Cornelius Cossus,Cnaeus,Cornelius,,Cornelii,masculin,-0500-01-01T00:00:00Z,Rome,-0460-01-01T00:00:00Z,t2125200868,t2125200861,t2125200865
Neratius Cerealis,t2170274501,Neratius,,Neratii,masculin,0350-01-01T00:00:00Z,,,,,
Gaius Furnius,Caius,Furnius,,Furnii,masculin,-0100-01-01T00:00:00Z,,-0060-01-01T00:00:00Z,,,
Caius Antistius Vetus,Caius,Antistius,,Antistii,masculin,-0064-01-01T00:00:00Z,Rome antique,-0023-01-01T00:00:00Z,t2288899310,Caius Antistius Vetus,t2288899313
Titus Quinctius Poenus Cincinnatus,Titus,Quinctius,Cincinnatus,Quinctii,masculin,-0450-01-01T00:00:00Z,Rome,-0450-01-01T00:00:00Z,t2273117172,Lucius Quinctius Cincinnatus,t2273117170
Titus Quinctius Poenus Cincinnatus,Titus,Quinctius,Pennus,Quinctii,masculin,-0450-01-01T00:00:00Z,Rome,-0450-01-01T00:00:00Z,t2273117172,Lucius Quinctius Cincinnatus,t2273117170
Quintus Antonius Merenda,Quintus,Antonius,Merenda,Antonii,masculin,-0500-01-01T00:00:00Z,Rome antique,t2144291068,t2144291067,Titus Antonius Merenda,t2144291069
Maxime de Turin,,,,,masculin,0400-01-01T00:00:00Z,Volterra,0420-01-01T00:00:00Z,Turin,,
Tacite,Publius,Cornelius,Tacitus,Cornelii,masculin,0054-01-01T00:00:00Z,Gaule narbonnaise,0120-01-01T00:00:00Z,Empire romain,,
Romulus,,,,,masculin,-0770-01-01T00:00:00Z,Albe la Longue,-0715-01-01T00:00:00Z,Rome,Mars,Rhéa Silvia
Scipion l'Africain,Publius,Cornelius,Scipio,Cornelii,masculin,-0234-06-20T00:00:00Z,Rome,-0182-01-01T00:00:00Z,Linterne,Publius Cornelius Scipio,t2297831926
Julia Caesaris filia,,Julia,,Julii,féminin,-0038-10-28T00:00:00Z,Rome,0014-01-01T00:00:00Z,Reggio de Calabre,Auguste,Scribonia
Scipion Émilien,Publius,Cornelius,Scipio,Cornelii,masculin,-0184-01-01T00:00:00Z,Rome,-0128-01-01T00:00:00Z,Rome,Lucius Aemilius Paullus Macedonicus,Papiria
Scipion Émilien,Publius,Cornelius,Aemilianus,Cornelii,masculin,-0184-01-01T00:00:00Z,Rome,-0128-01-01T00:00:00Z,Rome,Lucius Aemilius Paullus Macedonicus,Papiria
Scipion Émilien,Publius,Cornelius,Scipio,Cornelii,masculin,-0184-01-01T00:00:00Z,Rome,-0128-01-01T00:00:00Z,Rome,Publius Cornelius Scipio Africanus Minor,Papiria
Scipion Émilien,Publius,Cornelius,Aemilianus,Cornelii,masculin,-0184-01-01T00:00:00Z,Rome,-0128-01-01T00:00:00Z,Rome,Publius Cornelius Scipio Africanus Minor,Papiria
Végèce,Publius,Flavius,,Flavii,masculin,0400-01-01T00:00:00Z,,0450-01-01T00:00:00Z,,,
